algo,mdp,run,rho_empirical,rho_internal
DiffQL,access_control-automated,187,0.0,0.0
DiffQL,access_control-automated,188,0.0,0.0
DiffQL,access_control-automated,189,0.0,0.0
DiffQL,access_control-automated,190,0.0,0.0
DiffQL,access_control-automated,191,0.0,0.0
DiffQL,access_control-automated,192,0.0,0.0
DiffQL,access_control-automated,193,0.0,0.0
DiffQL,access_control-automated,194,0.0,0.0
DiffQL,access_control-automated,195,0.0,0.0
DiffQL,access_control-automated,196,0.0,0.0
DiffQL,access_control-automated,197,0.0,0.0
DiffQL,access_control-automated,198,0.0,0.0
DiffQL,access_control-automated,199,0.0,0.0
DiffQL,access_control-automated,200,0.0,0.0
DiffQL,access_control-automated,201,0.0,0.0
DiffQL,access_control-automated,202,0.0,0.0
DiffQL,access_control-automated,203,0.0,0.0
DiffQL,access_control-automated,204,0.0,0.0
DiffQL,access_control-automated,205,0.0,0.0
DiffQL,access_control-automated,206,0.0,0.0
DiffQL,access_control-automated,207,0.0,0.0
DiffQL,access_control-automated,208,0.0,0.0
DiffQL,access_control-automated,209,0.0,0.0
DiffQL,access_control-automated,210,0.0,0.0
DiffQL,access_control-automated,211,0.0,0.0
DiffQL,access_control-automated,212,0.0,0.0
DiffQL,access_control-automated,213,0.0,0.0
DiffQL,access_control-automated,214,0.0,0.0
DiffQL,access_control-automated,215,0.0,0.0
DiffQL,access_control-automated,216,0.0,0.0
DiffQL,access_control-automated,217,0.0,0.0
DiffQL,access_control-automated,218,0.0,0.0
DiffQL,access_control-automated,219,0.0,0.0
DiffQL,access_control-automated,220,0.0,0.0
DiffQL,access_control-automated,221,0.0,0.0
DiffQL,access_control-automated,222,0.0,0.0
DiffQL,access_control-automated,223,0.0,0.0
DiffQL,access_control-automated,224,0.0,0.0
DiffQL,access_control-automated,225,0.0,0.0
DiffQL,access_control-automated,226,0.0,0.0
DiffQL,access_control-automated,227,0.0,0.0
DiffQL,access_control-automated,228,0.0,0.0
DiffQL,access_control-automated,229,0.0,0.0
DiffQL,access_control-automated,230,0.0,0.0
DiffQL,access_control-automated,231,0.0,0.0
